seg_id,name,highway,posted_speed_mph,speed_source,lanes_final,lanes_source,roadway_width_ft,median_type,sidewalk_presence,adt,adt_source,op_speed_85_mph,median_hh_income,pct_poverty,pct_hispanic,pct_black_nh,pct_white_nh,pct_zero_car_hh,length_ft,oneway,merged_dual,n_signals,mid_lat,mid_lon,google_maps,u,v,key,osmid,highway_all,lanes,maxspeed_mph,width_ft,surface,lit,sidewalk,cycleway,parking,deg_u,deg_v,signal_u,signal_v,bearing,dual_carriageway,n_twins_merged,twin_seg_ids,lanes_rep_half,lanes_twin_half,maxspeed_city,match_frac,city_name,speed_name_match,geom_match_frac,city_lanes,avg_lane_width_ft,median_width_ft,lanes_osm_city_agree,width_source,median_source,adt_year,n_adt_stations,op_speed_source,bg_geoid,pop,pop_density_sqmi,sw_left_frac,sw_right_frac,sidewalk_source
C-02105,Studewood Street,secondary,30.0,osm,3.0,osm,36.0,,one_side,16938.0,street_median,,250001.0,0.0,9.9,1.6,88.3,3.7,286.6164494588303,False,False,0,29.788431,-95.387808,"https://maps.google.com/?q=29.788431,-95.387808",152882401,152940649,0,273059831,secondary,3.0,30.0,,concrete:plates,,,,,3,4,False,False,357.39332118749473,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015104001,1073.0,6781.0,1.0,0.18,osm_footway
C-02106,Pin Oak Park,tertiary,30.0,default_30_unposted,4.0,osm,48.0,Divided (unspecified),none,,,,72125.0,1.9,41.1,9.5,38.2,3.2,393.97126944586995,False,True,0,29.722507,-95.459193,"https://maps.google.com/?q=29.722507,-95.459193",152134284,152789189,0,15425128,tertiary,4.0,,,concrete,,,,,1,3,False,False,87.3451024029245,True,1,C-02108,2.0,2.0,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,merged_dual,,,,482014117003,2034.0,7611.0,0.0,0.0,osm_footway
C-02107,Pin Oak Park,tertiary,30.0,default_30_unposted,4.0,osm,48.0,Divided (unspecified),none,,,,72125.0,1.9,41.1,9.5,38.2,3.2,300.78170516945585,False,True,0,29.72252,-95.458099,"https://maps.google.com/?q=29.72252,-95.458099",152789189,1580005166,0,15425128,tertiary,4.0,,,concrete,,,,,3,3,False,False,87.65520746277546,True,1,C-00848,2.0,2.0,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,merged_dual,,,,482014117003,2034.0,7611.0,0.0,0.0,osm_footway
C-02110,Loop Central Drive,unclassified,30.0,default_30_local,2.0,default_local_2,24.0,Undivided,partial,,,,72125.0,1.9,41.1,9.5,38.2,3.2,1983.8226393789864,False,False,0,29.724665,-95.455509,"https://maps.google.com/?q=29.724665,-95.455509",152570888,152570896,0,252472594|1355667163,unclassified,,,,concrete:plates,,,,,3,3,False,False,234.37730667141625,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482014117003,2034.0,7611.0,0.0,0.09,osm_footway
C-02111,Loop Central Drive,unclassified,30.0,default_30_local,4.0,osm,48.0,Divided (unspecified),none,,,,72125.0,1.9,41.1,9.5,38.2,3.2,390.2488782318386,False,True,0,29.724322,-95.459226,"https://maps.google.com/?q=29.724322,-95.459226",152570888,1580005346,0,144450548,unclassified,4.0,,,concrete:plates,,,,,3,1,False,False,81.21346705616406,True,1,C-02109,2.0,2.0,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,merged_dual,,,,482014117003,2034.0,7611.0,0.0,0.0,osm_footway
C-02115,West 11th Street,residential,30.0,default_30_local,2.0,default_local_2,24.0,Undivided,partial,10087.0,street_median,,99919.0,18.2,14.1,22.0,55.0,0.0,1274.8804597976464,False,False,0,29.789352,-95.449387,"https://maps.google.com/?q=29.789352,-95.449387",152134319,153303490,0,15449684,residential,,,,,,,,,1,3,False,False,268.17551304831215,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015109022,4039.0,2944.0,0.0,0.09,osm_footway
C-02116,West 12th Street,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,99919.0,18.2,14.1,22.0,55.0,0.0,1164.0008109633045,False,False,0,29.791198,-95.449236,"https://maps.google.com/?q=29.791198,-95.449236",152134326,152345025,0,15371749,tertiary,2.0,,,,,,,,1,3,False,False,267.8934813721075,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015109022,4039.0,2944.0,0.0,0.0,osm_footway
C-02117,West 12th Street,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,99919.0,18.2,14.1,22.0,55.0,0.0,319.0664662768523,False,False,0,29.791226,-95.4469,"https://maps.google.com/?q=29.791226,-95.4469",152345025,5898851299,0,15371749,tertiary,2.0,,,,,,,,3,4,False,False,250.64206976885004,False,0,,,,,0.2,,True,0.2,,,,,lanes_x_12ft_assumed,none,,,,482015109022,4039.0,2944.0,0.0,0.0,osm_footway
C-02118,Penner Street,residential,30.0,default_30_local,2.0,default_local_2,24.0,Undivided,none,,,,99919.0,18.2,14.1,22.0,55.0,0.0,670.6787348642407,False,False,0,29.790281,-95.447394,"https://maps.google.com/?q=29.790281,-95.447394",152345025,153303490,0,15451594,residential,,,,,,,,,3,3,False,False,357.6226895925302,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015109022,4039.0,2944.0,0.0,0.0,osm_footway
C-02119,Brinkman Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,both,,,,250001.0,1.0,14.0,7.5,64.0,1.8,370.1952559151667,False,False,0,29.809335,-95.414804,"https://maps.google.com/?q=29.809335,-95.414804",152135284,152135286,0,15357128,residential,2.0,,,asphalt,yes,,,,3,3,False,False,176.35833285045922,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015111001,1217.0,5138.0,1.0,1.0,osm_footway
C-02120,West 25th Street,residential,30.0,osm,2.0,osm,24.0,Undivided,both,,,,148226.0,2.7,13.0,2.5,64.2,1.1,1077.5542099861666,False,False,0,29.8088,-95.416482,"https://maps.google.com/?q=29.8088,-95.416482",152135284,152752268,0,15410974,residential,2.0,30.0,,asphalt,,,,,3,4,False,False,87.17118740975027,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015112021,1422.0,11165.0,0.82,1.0,osm_footway
C-02121,West 25th Street,residential,30.0,osm,2.0,osm,24.0,Undivided,both,,,,250001.0,1.0,14.0,7.5,64.0,1.8,757.3810946438281,False,False,0,29.808832,-95.41359,"https://maps.google.com/?q=29.808832,-95.41359",152135284,152345996,0,15410974,residential,2.0,30.0,,asphalt,,,,,3,4,False,False,267.9073546652608,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015111001,1217.0,5138.0,1.0,0.64,osm_footway
C-02122,West 26th Street,residential,30.0,osm,2.0,osm,24.0,Undivided,both,,,,250001.0,1.0,14.0,7.5,64.0,1.8,1068.1800487280027,False,False,0,29.80982,-95.416506,"https://maps.google.com/?q=29.80982,-95.416506",152135286,152816618,0,15439623,residential,2.0,30.0,,asphalt,,,,,3,3,False,False,87.33931983746758,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015111001,1217.0,5138.0,0.64,1.0,osm_footway
C-02123,West 26th Street,residential,30.0,osm,2.0,osm,24.0,Undivided,both,,,,250001.0,1.0,14.0,7.5,64.0,1.8,766.2695363562623,False,False,0,29.809856,-95.413614,"https://maps.google.com/?q=29.809856,-95.413614",152135286,152346005,0,15439623,residential,2.0,30.0,,asphalt,,,,,3,4,False,False,267.5224193077055,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015111001,1217.0,5138.0,1.0,0.55,osm_footway
C-02124,Beall Street,residential,30.0,osm,2.0,osm,24.0,Undivided,both,,,,250001.0,1.0,14.0,7.5,64.0,1.8,373.2908058542341,False,False,0,29.809284,-95.418186,"https://maps.google.com/?q=29.809284,-95.418186",152752268,152816618,0,1004953124,residential,2.0,30.0,,asphalt,,,,,4,3,False,False,177.8022719909004,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015111001,1217.0,5138.0,1.0,0.73,osm_footway
C-02125,West 25th Street,residential,30.0,osm,2.0,osm,24.0,Undivided,both,,,,133625.0,5.6,18.6,3.1,58.4,0.0,674.9741729976323,False,False,0,29.808855,-95.411331,"https://maps.google.com/?q=29.808855,-95.411331",152345996,152752258,0,1351589020,residential,2.0,30.0,,asphalt,,,,,4,4,False,False,267.06877324244056,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015115011,1882.0,6619.0,1.0,0.55,osm_footway
C-02126,North Durham Drive,primary,35.0,osm,4.0,osm,48.0,,both,16590.0,street_median,,250001.0,1.0,14.0,7.5,64.0,1.8,375.1830573772135,True,False,0,29.809354,-95.412402,"https://maps.google.com/?q=29.809354,-95.412402",152345996,152346005,0,48616068,primary,4.0,35.0,,concrete:plates,yes,both,none,,4,4,False,False,177.73387118861277,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015111001,1217.0,5138.0,1.0,1.0,osm_footway
C-02127,West 26th Street,residential,30.0,osm,2.0,osm,24.0,Undivided,one_side,,,,133625.0,5.6,18.6,3.1,58.4,0.0,674.7396727055504,False,False,0,29.809881,-95.411342,"https://maps.google.com/?q=29.809881,-95.411342",152346005,153171717,0,15439623,residential,2.0,30.0,,asphalt,,,,,4,4,False,False,267.52546240618506,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015115011,1882.0,6619.0,1.0,0.27,osm_footway
C-02129,Brinkman Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,141250.0,11.8,47.1,0.0,42.0,0.0,870.0456981722004,False,False,0,29.818532,-95.415886,"https://maps.google.com/?q=29.818532,-95.415886",2478820256,152135322,0,15357137,residential,2.0,,,,,,,,3,1,False,False,177.70391632635284,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015302002,1401.0,2254.0,0.0,0.0,osm_footway
C-02130,West 34th Street,secondary,35.0,city,4.0,city,48.0,Raised,none,15324.0,street_median,,141250.0,11.8,47.1,0.0,42.0,0.0,310.35638343583366,False,True,0,29.817432,-95.416375,"https://maps.google.com/?q=29.817432,-95.416375",152135315,7059888040,0,834017178|300823444,secondary,4.0,,,concrete:plates,yes,,lane,,4,3,False,False,267.79454203788646,True,1,C-02133,2.0,2.0,35.0,1.0,34TH ST,True,1.0,4.0,12.0,12.0,1.0,city_lanes_x_width,city,,,,482015302002,1401.0,2254.0,0.0,0.0,osm_footway
C-02131,West 34th Street,secondary,35.0,city,4.0,city,48.0,Raised,partial,15324.0,street_median,,70538.0,9.1,14.5,8.7,63.1,3.8,424.14248409975903,False,True,0,29.817418,-95.415217,"https://maps.google.com/?q=29.817418,-95.415217",2073528170,152135315,0,300823444,secondary,4.0,,,concrete:plates,yes,,lane,,3,4,False,False,269.3298493438975,True,1,C-02132,2.0,2.0,35.0,1.0,34TH ST,True,1.0,4.0,12.0,12.0,1.0,city_lanes_x_width,city,,,,482015302001,1543.0,4092.0,0.0,0.09,osm_footway
C-02134,Brinkman Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,134926.0,8.0,25.5,0.4,63.6,0.7,493.6751553233522,False,False,0,29.822224,-95.415917,"https://maps.google.com/?q=29.822224,-95.415917",152135327,152135333,0,15357137,residential,2.0,,,,,,,,2,2,False,False,177.85757976528527,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015310002,2481.0,4345.0,0.0,0.0,osm_footway
C-02135,Wakefield Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,134926.0,8.0,25.5,0.4,63.6,0.7,1385.950364282232,False,False,0,29.821526,-95.418116,"https://maps.google.com/?q=29.821526,-95.418116",152135327,152186230,0,15361768,tertiary,2.0,,,asphalt,,,,,2,4,False,False,87.65437376931057,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015310002,2481.0,4345.0,0.0,0.0,osm_footway
C-02136,Fisher Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,134926.0,8.0,25.5,0.4,63.6,0.7,1394.153584237243,False,False,0,29.822881,-95.41814,"https://maps.google.com/?q=29.822881,-95.41814",152135333,152352373,0,15372208,residential,2.0,,,asphalt,,,,,2,4,False,False,87.64889104836176,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015310002,2481.0,4345.0,0.0,0.0,osm_footway
C-02137,Alba Road,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,204358.0,1.7,20.4,1.0,59.5,0.0,255.30492567984854,False,False,0,29.821155,-95.420295,"https://maps.google.com/?q=29.821155,-95.420295",152186230,152888345,0,368458266,tertiary,2.0,,,,yes,,,,4,3,False,False,357.39228757370216,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015310001,2390.0,6822.0,0.0,0.0,osm_footway
C-02138,Wakefield Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,204358.0,1.7,20.4,1.0,59.5,0.0,1392.2447005623872,False,False,0,29.821488,-95.422497,"https://maps.google.com/?q=29.821488,-95.422497",152186230,152186236,0,15361768,tertiary,2.0,,,asphalt,,,,,4,4,False,False,87.68314075653491,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015310001,2390.0,6822.0,0.0,0.0,osm_footway
C-02139,Alba Road,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,204358.0,1.7,20.4,1.0,59.5,0.0,493.44419354207935,False,False,0,29.822184,-95.420313,"https://maps.google.com/?q=29.822184,-95.420313",152186230,152352373,0,368458266,tertiary,2.0,,,,yes,,,,4,4,False,False,176.9058877849775,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015310001,2390.0,6822.0,0.0,0.0,osm_footway
C-02140,Fisher Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,204358.0,1.7,20.4,1.0,59.5,0.0,1384.2038442906278,False,False,0,29.822838,-95.42252,"https://maps.google.com/?q=29.822838,-95.42252",152352373,152352376,0,15372208,residential,2.0,,,asphalt,,,,,4,3,False,False,87.5820276110376,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015310001,2390.0,6822.0,0.0,0.0,osm_footway
C-02141,Alba Road,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,204358.0,1.7,20.4,1.0,59.5,0.0,501.79794507192753,False,False,0,29.823552,-95.420338,"https://maps.google.com/?q=29.823552,-95.420338",152352373,152631345,0,368458266,tertiary,2.0,,,,yes,,,,4,4,False,False,178.90527733895945,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015310001,2390.0,6822.0,0.0,0.0,osm_footway
C-02142,Washington Avenue,secondary,30.0,default_30_unposted,6.0,osm,72.0,,none,25062.0,street_median,,99919.0,18.2,14.1,22.0,55.0,0.0,297.89569102811254,True,False,0,29.780586,-95.43525,"https://maps.google.com/?q=29.780586,-95.43525",152136513,4230582795,0,423452634|102926602|423452637,secondary,6.0,,,concrete:plates,,none,,,3,3,False,False,92.24433248962619,False,0,,,,,0.2,,True,0.2,,,,,lanes_x_12ft_assumed,none,,,,482015109022,4039.0,2944.0,0.0,0.0,osm_road_tag
C-02143,Katy Road,secondary,35.0,city,2.0,city,24.0,Undivided,none,12000.0,street_median,,99919.0,18.2,14.1,22.0,55.0,0.0,435.95309373841474,True,False,0,29.780617,-95.436404,"https://maps.google.com/?q=29.780617,-95.436404",152136513,1202431415,0,15370754|675849943,secondary,2.0,,,concrete:plates,,,,,3,3,False,False,93.23896846701861,False,0,,,,35.0,0.4,HEMPSTEAD RD,False,0.4,2.0,12.0,0.0,1.0,city_lanes_x_width,city,,,,482015109022,4039.0,2944.0,0.0,0.0,osm_footway
C-02144,Hempstead Road,secondary,35.0,city,2.0,city,24.0,Undivided,none,12334.0,street_median,,99919.0,18.2,14.1,22.0,55.0,0.0,792.8415671120747,True,False,0,29.781208,-95.43672,"https://maps.google.com/?q=29.781208,-95.43672",152136513,12314452269,0,102926609|1350995516|675849942,secondary,2.0,,,concrete:plates,,,,,3,3,False,False,144.4343497995342,False,0,,,,35.0,1.0,HEMPSTEAD RD,True,1.0,2.0,12.0,0.0,1.0,city_lanes_x_width,city,,,,482015109022,4039.0,2944.0,0.0,0.0,osm_footway
C-02147,,tertiary,35.0,city,4.0,city,48.0,Undivided,none,,,,99919.0,18.2,14.1,22.0,55.0,0.0,59.7067734530366,False,False,0,29.785109,-95.437005,"https://maps.google.com/?q=29.785109,-95.437005",152136567,12761922604,0,1457958921,tertiary,,,,,,,,,4,3,False,False,65.04778550437696,False,0,,,,35.0,1.0,HEMPSTEAD RD,True,1.0,4.0,12.0,0.0,,city_lanes_x_width,city,,,,482015109022,4039.0,2944.0,0.0,0.0,osm_footway
C-02151,Hempstead Road,secondary,40.0,city,4.0,city,48.0,Raised,none,12334.0,street_median,,99919.0,18.2,14.1,22.0,55.0,0.0,550.25877315434,False,True,0,29.791945,-95.447145,"https://maps.google.com/?q=29.791945,-95.447145",5898851299,5898851301,0,624677835|624677836,secondary,,,,,,,,,4,3,False,False,130.08184478385172,True,1,C-00635,,,40.0,1.0,HEMPSTEAD RD,True,1.0,4.0,12.0,30.0,,city_lanes_x_width,city,,,,482015109022,4039.0,2944.0,0.0,0.0,osm_footway
C-02152,Seamist Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,none,,,,76771.0,11.9,17.5,2.9,62.4,13.4,585.6846422035898,False,False,0,29.792429,-95.437884,"https://maps.google.com/?q=29.792429,-95.437884",152345004,152829686,0,15416144,tertiary,2.0,,,concrete:plates,,,,,4,3,False,False,176.75521795153023,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015110012,1368.0,2532.0,0.0,0.0,osm_footway
C-02153,Seamist Drive,tertiary,30.0,default_30_unposted,2.0,osm,24.0,,one_side,,,,76771.0,11.9,17.5,2.9,62.4,13.4,902.4371305750908,False,False,0,29.790382,-95.437871,"https://maps.google.com/?q=29.790382,-95.437871",2963468803,152345004,0,15416144,tertiary,2.0,,,concrete:plates,,,,,3,4,False,False,357.91495423791923,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,none,,,,482015110012,1368.0,2532.0,0.09,0.64,osm_footway
C-02154,Wynnwood Lane,residential,30.0,default_30_local,2.0,default_local_2,24.0,Undivided,none,,,,76771.0,11.9,17.5,2.9,62.4,13.4,2522.23667579162,False,False,0,29.794267,-95.444805,"https://maps.google.com/?q=29.794267,-95.444805",152623510,152623510,0,15398376|15425288|15435866|15457112,residential,,,,,,,,,3,3,False,False,0.0,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015110012,1368.0,2532.0,0.0,0.0,osm_footway
C-02155,East 4th Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,one_side,,,,163365.0,3.8,10.6,9.8,64.4,10.3,363.64673709423266,False,False,0,29.777801,-95.396751,"https://maps.google.com/?q=29.777801,-95.396751",152141513,152141516,0,15357686,residential,2.0,,,asphalt,,,,,4,4,False,False,267.7591749986405,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.18,1.0,osm_footway
C-02159,East 4th Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,one_side,,,,163365.0,3.8,10.6,9.8,64.4,10.3,350.6297599107737,False,False,0,29.777815,-95.395626,"https://maps.google.com/?q=29.777815,-95.395626",152141516,152141519,0,15357686,residential,2.0,,,asphalt,,,,,4,4,False,False,267.1288666512645,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.18,1.0,osm_footway
C-02160,Harvard Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,163365.0,3.8,10.6,9.8,64.4,10.3,669.7160248878541,False,False,0,29.778726,-95.396194,"https://maps.google.com/?q=29.778726,-95.396194",152141516,152622628,0,1352111087,residential,2.0,,,asphalt,,,,,4,4,False,False,177.36053919789944,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.09,0.18,osm_footway
C-02161,Harvard Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,both,,,,163365.0,3.8,10.6,9.8,64.4,10.3,284.51723384443784,False,False,0,29.777414,-95.396168,"https://maps.google.com/?q=29.777414,-95.396168",152141516,152530524,0,1352111087,residential,2.0,,,asphalt,,,,,4,1,False,False,356.66906206814764,False,0,,,,,0.2,,True,0.2,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,1.0,0.64,osm_footway
C-02162,Heights Boulevard,secondary,35.0,city,2.0,city,24.0,Raised,both,15405.0,measured,34.0,118660.0,3.9,23.9,2.1,66.1,0.0,669.5705281008603,False,True,0,29.778712,-95.397598,"https://maps.google.com/?q=29.778712,-95.397598",681223079,681223223,0,598235053,secondary,,,,asphalt,,,lane,,4,4,False,False,176.75557414816166,True,1,C-02157,2.0,,35.0,1.0,HEIGHTS BLVD,True,1.0,2.0,12.0,30.0,,city_lanes_x_width,city,2025.0,1.0,measured,482015105002,2243.0,6284.0,0.55,1.0,osm_footway
C-02165,East 4th Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,one_side,,,,163365.0,3.8,10.6,9.8,64.4,10.3,349.80207649400455,False,False,0,29.777829,-95.394522,"https://maps.google.com/?q=29.777829,-95.394522",152141519,2904870331,0,15357686,residential,2.0,,,asphalt,,,,,4,4,False,False,267.2448248653517,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.18,0.55,osm_footway
C-02166,Cortlandt Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,163365.0,3.8,10.6,9.8,64.4,10.3,672.4476500232356,False,False,0,29.778748,-95.395089,"https://maps.google.com/?q=29.778748,-95.395089",152141519,153009871,0,282045207,residential,2.0,,,asphalt,,,,,4,4,False,False,177.34192187980977,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.09,0.09,osm_footway
C-02167,Cortlandt Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,one_side,,,,163365.0,3.8,10.6,9.8,64.4,10.3,284.5122188412931,False,False,0,29.777433,-95.395071,"https://maps.google.com/?q=29.777433,-95.395071",152141519,2859910153,0,282045207,residential,2.0,,,asphalt,,,,,4,1,False,False,358.03585978700136,False,0,,,,,0.2,,True,0.2,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,1.0,0.18,osm_footway
C-02168,East 5th Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,one_side,,,,163365.0,3.8,10.6,9.8,64.4,10.3,350.45341010634104,False,False,0,29.779665,-95.395658,"https://maps.google.com/?q=29.779665,-95.395658",152622628,153009871,0,15428072,residential,2.0,,,asphalt,,,,,4,4,False,False,266.68222978453684,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.0,1.0,osm_footway
C-02169,East 5th Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,one_side,,,,163365.0,3.8,10.6,9.8,64.4,10.3,364.57049504178343,False,False,0,29.779642,-95.396785,"https://maps.google.com/?q=29.779642,-95.396785",152622628,152652827,0,15428072,residential,2.0,,,asphalt,,,,,4,4,False,False,87.62322849724919,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,1.0,0.27,osm_footway
C-02170,East 4th Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,163365.0,3.8,10.6,9.8,64.4,10.3,226.0526664910189,False,False,0,29.777892,-95.391414,"https://maps.google.com/?q=29.777892,-95.391414",152141534,152141537,0,15357686,residential,2.0,,,asphalt,,,,,3,1,False,False,263.98578220839033,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.0,0.0,osm_footway
C-02171,Oxford Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,163365.0,3.8,10.6,9.8,64.4,10.3,332.27029172982316,False,False,0,29.77834,-95.39178,"https://maps.google.com/?q=29.77834,-95.39178",152141534,152309155,0,15454868,residential,2.0,,,asphalt,,both,,present,3,3,False,False,177.2257370498799,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.0,0.18,osm_footway
C-02172,East 5th Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,163365.0,3.8,10.6,9.8,64.4,10.3,351.17997865548534,False,False,0,29.779707,-95.392361,"https://maps.google.com/?q=29.779707,-95.392361",152439001,153009874,0,15428072,residential,2.0,,,asphalt,,,,,4,4,False,False,267.27733709320506,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.0,0.0,osm_footway
C-02173,East 5th Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,163365.0,3.8,10.6,9.8,64.4,10.3,344.51847079083984,False,False,0,29.779692,-95.393457,"https://maps.google.com/?q=29.779692,-95.393457",152439001,152593682,0,15428072,residential,2.0,,,asphalt,,,,,4,4,False,False,87.24731149067706,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.18,0.18,osm_footway
C-02174,Columbia Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,partial,,,,163365.0,3.8,10.6,9.8,64.4,10.3,669.4997110990026,False,False,0,29.780621,-95.39293,"https://maps.google.com/?q=29.780621,-95.39293",152439001,152439006,0,1352094585,residential,2.0,,,asphalt,,,,,4,4,False,False,177.35052877555344,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.09,0.09,osm_footway
C-02175,Oxford Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,both,,,,163365.0,3.8,10.6,9.8,64.4,10.3,334.5609406025575,False,False,0,29.779256,-95.391798,"https://maps.google.com/?q=29.779256,-95.391798",152309155,153009874,0,15454868,residential,2.0,,,asphalt,,both,,present,3,4,False,False,177.23264733476526,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.0,0.0,osm_road_tag
C-02176,East 4½ Street,residential,30.0,default_30_local,2.0,osm,24.0,Undivided,none,,,,163365.0,3.8,10.6,9.8,64.4,10.3,221.76385695879063,False,False,0,29.778801,-95.391439,"https://maps.google.com/?q=29.778801,-95.391439",152309155,152309157,0,15369742,residential,2.0,,,,,,,,3,1,False,False,264.2125167513907,False,0,,,,,0.0,,True,0.0,,,,,lanes_x_12ft_assumed,default_local_undivided,,,,482015104002,1250.0,6399.0,0.0,0.0,osm_footway
